city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount
1,165,4,3,2,0,acept,not furnished,5000
1,97,2,3,2,11,acept,furnished,2820
0,55,1,1,0,7,acept,not furnished,1200
1,230,3,3,3,6,not acept,not furnished,10500
1,77,2,2,1,8,acept,not furnished,3260
1,42,1,1,1,4,not acept,not furnished,2350
1,180,3,3,1,0,not acept,not furnished,3000
1,50,2,1,1,15,acept,not furnished,1300
1,200,5,2,3,0,acept,not furnished,4800
1,290,6,3,4,0,acept,not furnished,8000
1,49,1,1,0,12,not acept,furnished,3800
1,38,1,1,1,16,acept,furnished,2863
1,280,4,6,3,8,acept,not furnished,4800
1,68,2,2,0,6,not acept,furnished,6443
1,70,2,3,1,16,acept,not furnished,1500
0,280,4,3,3,0,acept,not furnished,2167
1,140,3,2,3,13,acept,furnished,8000
1,225,4,3,2,0,acept,not furnished,3400
1,70,2,1,2,0,not acept,not furnished,1400
1,81,3,1,1,3,acept,not furnished,2800
1,19,1,1,0,0,not acept,not furnished,1200
1,233,4,5,4,7,acept,furnished,11000
1,43,2,1,1,1,not acept,not furnished,1375
1,50,1,1,0,0,not acept,not furnished,1200
1,54,1,1,1,13,not acept,furnished,5000
1,50,1,1,1,6,acept,furnished,1884
1,336,4,4,6,0,acept,not furnished,7677
1,208,3,3,3,4,acept,furnished,15000
1,150,2,2,2,0,acept,not furnished,6000
0,200,3,2,3,0,acept,not furnished,3000
1,200,2,3,2,1,acept,furnished,15000
1,40,2,1,0,3,acept,not furnished,1275
1,35,1,1,0,0,acept,not furnished,1150
1,35,1,1,0,0,acept,not furnished,900
1,90,3,2,2,3,acept,furnished,2500
1,300,3,2,5,0,acept,not furnished,11500
1,520,3,4,8,0,not acept,not furnished,10000
1,180,3,4,4,22,acept,not furnished,12000
1,160,3,1,2,0,acept,not furnished,5000
1,72,2,2,1,0,acept,not furnished,3536
1,43,1,1,0,5,acept,furnished,680
1,120,3,2,2,0,acept,not furnished,6400
1,70,2,1,0,0,acept,not furnished,1300
1,86,3,2,1,7,acept,not furnished,2500
1,67,2,2,2,1,acept,not furnished,2372
1,37,1,1,1,21,acept,not furnished,4000
1,350,3,5,5,0,acept,not furnished,5500
0,70,1,1,2,0,acept,not furnished,1450
1,159,2,2,2,12,acept,not furnished,7000
1,220,6,2,2,0,acept,not furnished,4500
1,70,3,1,1,10,not acept,not furnished,1650
1,164,4,4,2,6,not acept,not furnished,5000
1,190,3,3,1,8,acept,furnished,8000
1,190,3,2,2,9,acept,not furnished,5700
1,35,1,1,0,15,acept,not furnished,1500
0,110,3,3,2,0,acept,not furnished,3200
1,65,3,2,1,2,acept,furnished,3200
1,392,3,5,5,7,acept,not furnished,15000
1,114,4,4,2,6,acept,not furnished,2790
1,190,4,4,2,0,not acept,not furnished,4450
1,115,2,1,0,0,acept,not furnished,1550
1,65,2,1,0,7,not acept,not furnished,1200
1,59,2,1,1,8,acept,not furnished,3000
1,68,2,2,2,7,acept,furnished,6600
1,46,1,1,0,2,acept,not furnished,1437
1,57,2,2,2,12,acept,not furnished,2800
0,48,2,1,1,4,acept,not furnished,850
1,245,4,4,3,5,acept,not furnished,6800
1,20,1,1,0,0,acept,furnished,1800
1,45,1,1,0,1,not acept,not furnished,1360
0,60,1,2,1,10,acept,not furnished,1338
1,76,2,2,2,17,acept,not furnished,4200
1,84,2,2,1,14,acept,not furnished,5300
1,101,3,2,2,7,acept,furnished,3200
1,310,4,3,3,11,acept,not furnished,8000
1,183,4,3,4,3,acept,not furnished,5950
1,73,2,2,2,2,acept,not furnished,2652
1,290,4,3,2,1,not acept,furnished,7150
1,150,3,4,4,14,not acept,furnished,7925
1,68,2,2,2,12,not acept,not furnished,2300
1,51,1,1,0,9,acept,not furnished,1950
1,120,2,1,0,1,not acept,not furnished,2200
1,146,3,4,4,15,acept,not furnished,6000
1,104,3,2,2,2,acept,not furnished,4400
1,146,3,4,2,8,acept,furnished,11000
0,200,3,3,3,0,acept,not furnished,2000
1,44,1,1,0,0,not acept,not furnished,1250
1,42,1,1,2,6,acept,furnished,3380
0,60,2,1,1,0,acept,not furnished,1300
1,60,2,2,2,5,acept,not furnished,2000
0,50,1,1,1,2,not acept,not furnished,647
1,63,2,2,1,19,acept,not furnished,4400
1,70,2,2,4,0,acept,not furnished,3000
1,130,3,2,2,1,not acept,not furnished,3250
1,30,1,1,0,2,acept,not furnished,1850
1,36,1,1,0,3,acept,furnished,2500
1,257,4,4,4,14,not acept,not furnished,12000
1,198,3,3,0,14,acept,not furnished,6000
1,280,5,5,2,1,acept,furnished,12750
1,373,4,4,3,12,acept,not furnished,12750
1,300,2,3,2,8,not acept,furnished,5120
1,220,3,3,3,0,acept,furnished,2800
1,50,1,1,0,19,not acept,not furnished,1077
0,110,3,2,1,6,acept,not furnished,1200
1,280,5,5,4,13,acept,not furnished,10000
1,400,4,4,3,0,acept,not furnished,10000
1,245,3,5,4,3,acept,furnished,10000
1,320,3,3,2,0,acept,not furnished,7200
1,209,4,4,3,7,not acept,not furnished,3900
1,360,4,5,5,0,acept,furnished,9600
1,113,2,3,2,10,acept,not furnished,13500
1,75,3,1,1,1,not acept,not furnished,2078
0,73,3,1,1,3,acept,not furnished,1140
1,130,3,2,1,12,acept,not furnished,4500
1,160,3,3,3,9,acept,furnished,10000
1,220,3,4,3,16,acept,furnished,8000
1,185,3,3,2,5,acept,not furnished,3410
1,37,1,1,1,5,not acept,not furnished,2600
1,60,2,1,0,0,acept,furnished,1450
1,70,1,1,1,12,acept,not furnished,4400
1,50,2,1,0,0,not acept,not furnished,3100
1,85,2,1,0,1,acept,not furnished,3100
0,55,2,1,1,2,acept,not furnished,1550
1,185,3,5,2,11,acept,furnished,3000
1,380,4,5,6,8,acept,furnished,4900
1,76,3,2,2,14,acept,not furnished,2800
1,560,4,4,0,0,acept,furnished,10970
1,34,1,1,0,1,not acept,not furnished,1540
1,30,1,1,0,1,not acept,furnished,1500
1,70,2,2,2,8,acept,not furnished,3650
1,245,3,4,3,5,acept,not furnished,14000
1,132,2,2,0,1,acept,furnished,2900
1,55,2,1,1,2,acept,not furnished,1262
1,157,3,1,2,11,acept,not furnished,3000
0,102,3,2,0,15,acept,not furnished,2500
1,420,3,5,5,0,acept,not furnished,8200
1,65,2,2,1,0,acept,not furnished,2040
1,120,3,3,3,11,acept,not furnished,2500
1,35,1,1,0,12,not acept,furnished,2610
0,70,3,2,1,3,acept,furnished,1300
1,26,1,1,0,4,acept,furnished,4300
1,27,1,1,1,6,not acept,furnished,2000
1,220,3,3,2,8,not acept,furnished,11000
1,150,2,1,2,0,acept,not furnished,5500
1,102,3,2,2,1,acept,not furnished,1900
1,35,1,1,1,7,acept,not furnished,2300
0,67,3,1,1,1,not acept,not furnished,900
1,470,4,4,5,19,acept,not furnished,6741
1,510,4,3,5,0,acept,not furnished,10000
1,156,3,4,3,7,not acept,not furnished,5000
1,247,4,6,4,16,acept,not furnished,15000
1,117,3,2,2,15,acept,furnished,3100
1,55,1,1,1,1,acept,furnished,5275
1,60,2,2,1,11,not acept,furnished,5500
1,300,4,5,5,3,acept,not furnished,8800
1,36,1,1,1,15,not acept,furnished,2300
1,315,4,5,5,20,not acept,not furnished,4000
1,320,4,6,4,0,acept,not furnished,6000
1,180,3,4,3,15,acept,furnished,6600
1,70,2,2,0,14,not acept,not furnished,3200
1,71,2,1,1,10,acept,not furnished,3100
0,68,3,2,2,9,acept,not furnished,1500
1,40,2,1,1,1,acept,not furnished,3300
1,38,1,1,0,17,not acept,not furnished,1280
1,70,2,1,0,0,not acept,not furnished,1300
1,220,4,3,4,11,acept,furnished,3000
1,245,3,5,4,13,acept,furnished,11500
1,550,5,6,4,0,acept,not furnished,15000
1,270,4,3,3,0,acept,not furnished,10900
1,380,3,3,2,1,acept,not furnished,11000
0,47,2,1,1,4,acept,not furnished,900
1,180,3,3,2,16,acept,not furnished,11000
1,239,3,3,3,0,acept,not furnished,7000
1,136,3,4,3,2,acept,not furnished,3200
1,150,2,3,3,0,acept,not furnished,5000
1,122,2,2,2,10,acept,not furnished,3950
0,34,1,1,0,4,acept,not furnished,700
1,130,2,2,2,5,acept,furnished,12000
1,90,2,1,1,14,acept,furnished,2000
1,75,1,1,2,8,acept,furnished,7000
1,39,1,1,1,11,not acept,not furnished,3500
1,210,3,2,2,0,acept,furnished,3500
1,200,4,3,3,14,not acept,not furnished,6400
1,100,2,1,0,0,acept,not furnished,1460
1,124,3,1,0,8,not acept,not furnished,1200
1,150,3,1,2,0,acept,not furnished,3600
1,200,3,2,1,2,acept,not furnished,4500
1,80,2,1,0,0,acept,not furnished,2200
1,300,4,2,0,5,acept,not furnished,15000
1,40,1,1,1,3,not acept,furnished,2300
1,87,2,2,1,3,acept,furnished,3337
1,230,3,4,3,2,acept,not furnished,12000
0,45,1,1,1,16,not acept,furnished,3900
1,38,1,1,0,0,not acept,not furnished,1650
1,98,3,3,2,0,acept,not furnished,2500
1,35,1,1,0,1,not acept,not furnished,1305
1,170,3,5,3,7,acept,furnished,2800
0,72,2,1,0,2,not acept,not furnished,800
1,195,2,3,3,15,acept,furnished,9200
0,170,2,3,3,16,acept,not furnished,5900
1,360,4,5,2,6,acept,not furnished,15000
0,156,4,5,3,3,not acept,not furnished,1100
0,420,4,5,4,0,acept,not furnished,7225
1,110,2,2,1,18,acept,not furnished,1780
1,165,4,3,3,10,acept,furnished,6300
1,200,4,5,4,23,not acept,not furnished,6000
1,465,4,4,4,3,acept,not furnished,6500
1,200,3,4,3,8,acept,not furnished,7080
1,130,3,2,1,4,not acept,furnished,7900
1,52,2,1,1,7,acept,not furnished,1340
1,25,1,1,0,8,acept,not furnished,1800
1,96,1,1,1,0,acept,not furnished,3500
1,93,2,2,2,3,acept,not furnished,3500
1,85,2,2,1,6,acept,furnished,5300
1,80,1,1,1,10,acept,not furnished,6500
0,570,4,6,5,0,acept,not furnished,12000
1,150,3,3,3,19,acept,furnished,2800
1,70,2,2,0,17,acept,not furnished,2000
1,167,3,1,0,0,acept,not furnished,1500
1,250,4,4,3,6,acept,not furnished,6970
1,22,1,1,0,25,acept,not furnished,2200
1,400,4,5,3,0,not acept,not furnished,15000
1,272,4,4,4,2,acept,not furnished,13000
1,30,1,1,1,6,not acept,furnished,3500
1,326,4,4,3,5,acept,not furnished,8000
1,300,5,3,1,0,acept,not furnished,10000
0,80,3,1,1,3,acept,not furnished,1500
1,65,2,2,2,19,not acept,not furnished,3500
0,48,1,1,0,9,acept,not furnished,670
1,200,3,4,1,8,not acept,furnished,6000
1,80,2,1,2,0,acept,not furnished,1569
1,400,3,4,4,0,acept,not furnished,4172
1,70,1,1,0,0,acept,not furnished,1400
1,300,3,3,2,0,acept,not furnished,6000
1,95,3,2,0,2,acept,not furnished,2350
1,40,1,1,0,0,not acept,not furnished,850
1,380,5,4,2,0,acept,not furnished,8000
1,190,3,3,3,0,acept,not furnished,2950
0,55,1,1,1,9,acept,furnished,2600
0,55,2,1,1,0,acept,not furnished,790
1,80,3,2,2,12,not acept,not furnished,1850
1,77,1,1,1,8,not acept,not furnished,5700
1,80,2,1,0,1,acept,not furnished,1800
1,70,2,1,1,9,acept,not furnished,2707
1,60,2,2,2,6,acept,not furnished,2417
1,420,5,4,4,7,acept,not furnished,12000
1,78,2,2,2,12,acept,not furnished,2700
1,158,3,4,2,4,acept,not furnished,5760
1,180,3,4,3,3,acept,not furnished,3500
1,60,2,1,1,13,acept,furnished,1620
0,50,2,1,1,1,acept,not furnished,800
1,318,4,6,4,13,acept,furnished,10160
1,97,2,2,0,27,not acept,furnished,10200
1,110,2,2,0,0,not acept,not furnished,1100
1,330,1,3,8,0,acept,not furnished,3147
0,68,2,1,2,1,acept,not furnished,1200
1,80,2,2,2,0,acept,not furnished,2200
1,70,2,1,0,0,not acept,furnished,1362
1,200,3,4,5,0,acept,not furnished,5000
1,135,3,4,3,12,not acept,not furnished,3800
1,36,1,1,0,9,acept,not furnished,2150
1,63,2,3,1,0,acept,not furnished,1990
1,212,4,3,4,1,acept,not furnished,15000
0,440,4,4,4,0,acept,not furnished,9810
1,45,2,1,0,0,not acept,not furnished,1300
1,444,4,4,5,0,acept,furnished,10000
1,84,1,1,1,1,not acept,not furnished,2500
1,495,5,5,4,11,not acept,not furnished,15000
1,36,1,1,1,11,not acept,furnished,3800
0,414,4,4,5,0,acept,not furnished,3900
1,90,3,2,2,11,not acept,not furnished,3000
0,50,1,1,0,4,acept,not furnished,520
1,26,1,1,0,2,acept,furnished,2200
1,132,3,2,2,14,acept,furnished,5525
1,49,1,1,1,4,not acept,not furnished,3200
1,84,2,3,2,32,not acept,furnished,8500
1,97,3,1,1,2,acept,furnished,6000
1,227,4,3,3,10,acept,furnished,10000
1,200,3,3,2,0,acept,not furnished,3500
0,12732,3,2,0,3,acept,not furnished,1600
0,254,3,4,2,0,acept,not furnished,3000
1,88,2,3,2,11,acept,not furnished,6835
1,135,2,1,0,2,not acept,not furnished,2000
1,120,2,1,1,0,acept,not furnished,1600
1,246,3,4,4,5,acept,not furnished,1800
0,87,3,2,1,9,acept,not furnished,1800
1,372,5,4,6,0,acept,not furnished,9200
1,85,3,2,3,3,acept,furnished,1999
1,58,1,1,1,1,acept,furnished,3500
1,160,3,5,2,0,acept,not furnished,12000
1,80,1,1,1,0,not acept,not furnished,1300
1,54,2,1,0,2,not acept,not furnished,1700
0,128,3,3,2,1,acept,not furnished,2650
1,70,2,1,1,3,acept,not furnished,2400
1,80,2,2,1,0,not acept,not furnished,1556
1,69,3,2,2,7,acept,not furnished,1500
1,42,1,1,1,4,acept,not furnished,2200
1,132,3,2,3,0,acept,not furnished,2500
1,270,3,3,1,0,acept,furnished,6500
1,180,3,3,3,0,acept,not furnished,5000
0,38,1,1,0,8,acept,not furnished,550
1,366,4,5,5,8,acept,furnished,15000
1,65,2,2,1,18,acept,furnished,3509
1,42,1,1,1,14,acept,furnished,2650
1,101,3,4,2,5,acept,not furnished,3360
1,120,3,2,1,7,acept,not furnished,4675
1,280,3,3,7,0,acept,not furnished,8670
1,200,4,4,2,8,acept,furnished,2800
0,42,1,1,0,1,acept,not furnished,830
1,180,3,2,1,8,acept,furnished,12000
1,26,1,1,0,6,acept,not furnished,1532
1,93,2,1,1,1,acept,not furnished,2150
1,115,3,1,2,5,acept,not furnished,4300
1,263,4,5,4,21,acept,not furnished,12500
0,42,2,1,1,4,acept,not furnished,1020
1,30,1,1,0,1,not acept,not furnished,1459
0,70,2,1,2,5,acept,not furnished,2100
1,56,2,2,1,11,acept,not furnished,4800
1,65,2,1,0,0,acept,not furnished,1800
0,48,1,1,0,4,not acept,not furnished,500
1,95,3,2,1,10,not acept,furnished,4300
0,180,4,3,2,0,acept,not furnished,4348
1,110,3,2,2,14,acept,not furnished,3200
1,80,3,2,3,1,acept,not furnished,1615
1,129,2,3,2,16,acept,furnished,2376
1,226,4,4,3,4,not acept,not furnished,10000
1,152,3,3,1,5,not acept,furnished,5200
1,500,4,4,3,0,acept,not furnished,9000
1,78,2,1,3,0,acept,not furnished,1600
0,56,1,1,0,12,acept,not furnished,500
1,120,1,1,4,0,acept,furnished,3300
1,220,3,3,3,0,acept,not furnished,3700
1,34,1,1,0,3,not acept,furnished,2415
1,60,2,1,1,5,acept,furnished,3300
1,54,1,1,0,2,acept,not furnished,1732
1,130,3,2,1,2,acept,furnished,6900
1,51,2,1,1,12,not acept,furnished,2400
1,60,1,1,0,1,acept,not furnished,1250
1,300,5,6,2,0,not acept,not furnished,8000
1,169,4,4,4,9,acept,not furnished,6450
0,200,3,3,2,8,acept,not furnished,3695
1,174,3,1,1,0,acept,not furnished,3300
1,61,2,1,0,1,not acept,not furnished,1220
1,100,3,3,3,5,acept,not furnished,3500
1,100,3,1,4,0,acept,not furnished,2125
1,45,1,2,1,11,acept,not furnished,2200
1,65,2,2,1,1,acept,not furnished,2300
1,80,2,1,2,2,acept,furnished,2424
1,90,2,1,0,0,acept,not furnished,1800
1,281,4,4,8,0,acept,furnished,10000
1,350,3,4,4,0,acept,not furnished,3100
1,380,4,5,4,4,acept,furnished,8500
0,396,4,6,3,0,acept,not furnished,6200
1,120,3,2,3,0,not acept,not furnished,1990
1,300,3,5,2,12,not acept,furnished,13900
1,97,2,3,1,5,acept,not furnished,6500
1,35,1,1,0,1,acept,not furnished,1400
1,20,1,1,0,1,not acept,not furnished,1000
1,49,2,1,1,3,acept,furnished,2156
1,103,3,2,1,2,acept,not furnished,1500
1,93,3,3,2,15,not acept,not furnished,2300
0,83,1,1,1,4,not acept,not furnished,1080
1,158,4,4,3,4,acept,furnished,3500
1,700,6,6,6,0,acept,not furnished,8500
1,208,3,2,1,5,acept,not furnished,7000
1,147,2,3,2,3,not acept,furnished,12000
1,150,2,2,1,1,acept,furnished,5900
1,135,2,2,1,12,acept,not furnished,8700
1,530,4,4,6,0,acept,not furnished,9520
1,70,2,1,1,3,acept,not furnished,1500
1,335,3,4,4,0,acept,furnished,6200
1,87,2,3,2,16,not acept,not furnished,5700
1,49,2,1,1,9,acept,furnished,2800
1,108,3,2,2,7,acept,not furnished,5600
1,35,1,1,0,0,acept,not furnished,1000
1,150,3,2,2,0,acept,not furnished,2500
1,92,2,1,1,11,not acept,not furnished,6860
1,80,4,4,3,5,acept,not furnished,6000
1,32,1,1,1,13,not acept,furnished,3200
1,38,1,1,0,11,acept,not furnished,2500
1,87,3,2,1,17,acept,not furnished,1400
1,80,2,1,1,1,acept,not furnished,24000
1,38,1,1,1,14,not acept,furnished,2600
1,65,2,1,0,0,acept,not furnished,1200
1,100,7,4,0,0,acept,not furnished,4100
1,126,2,1,0,13,acept,not furnished,2580
1,84,2,2,1,0,acept,not furnished,2200
1,70,2,2,1,3,acept,not furnished,2850
1,160,3,2,1,1,acept,not furnished,7693
0,85,3,2,1,1,acept,not furnished,1300
1,37,1,1,1,4,acept,not furnished,2051
0,94,2,1,1,1,acept,not furnished,1200
0,138,3,3,0,2,acept,not furnished,7000
1,96,3,3,0,6,acept,not furnished,3572
1,41,1,1,1,16,acept,furnished,2387
0,208,3,2,4,0,acept,not furnished,3180
1,35,1,1,0,7,acept,not furnished,1200
1,45,1,1,0,22,not acept,not furnished,1015
1,230,2,3,3,17,acept,furnished,8000
1,200,3,2,4,0,acept,not furnished,3500
1,255,4,4,0,15,acept,furnished,2500
1,400,4,4,3,1,acept,furnished,10000
1,297,4,5,5,19,acept,not furnished,11700
1,600,3,5,8,0,acept,not furnished,7000
1,37,1,1,1,1,not acept,furnished,1196
1,36,1,1,0,4,acept,not furnished,1162
1,629,4,4,4,0,acept,not furnished,15000
1,100,2,1,0,0,not acept,not furnished,1100
1,75,2,1,1,0,not acept,not furnished,1500
1,133,3,3,2,19,acept,furnished,14000
1,150,3,2,0,1,not acept,not furnished,3000
1,40,1,1,0,12,not acept,furnished,3300
1,93,3,3,0,16,not acept,furnished,5100
1,400,4,3,3,0,acept,not furnished,8000
0,500,6,6,3,0,acept,not furnished,10630
1,35,1,1,1,14,not acept,not furnished,2000
1,11,1,1,0,1,not acept,furnished,2100
1,275,4,4,3,9,acept,not furnished,6800
1,320,4,4,2,7,acept,not furnished,8000
1,54,1,1,1,7,acept,not furnished,3800
1,660,4,5,5,12,acept,furnished,20000
1,330,5,3,6,0,acept,not furnished,10500
1,143,3,3,2,20,acept,not furnished,8400
0,64,2,2,2,51,acept,not furnished,1900
1,157,3,2,0,7,acept,not furnished,4500
1,28,1,1,0,5,acept,not furnished,2000
1,113,3,4,2,7,acept,not furnished,4000
1,110,3,2,1,1,acept,not furnished,4500
1,90,3,2,1,13,acept,not furnished,2557
1,130,3,2,2,15,not acept,not furnished,6200
1,34,1,1,1,6,not acept,furnished,2900
1,55,1,1,0,3,not acept,furnished,1824
1,101,3,3,2,1,acept,not furnished,4600
1,72,1,2,2,19,acept,not furnished,4000
0,25,1,1,0,3,not acept,not furnished,1000
1,45,1,1,0,2,not acept,not furnished,1400
1,360,5,4,0,7,not acept,not furnished,3000
1,90,2,2,1,0,acept,not furnished,1800
1,50,1,1,0,0,acept,furnished,1190
1,180,4,4,4,21,not acept,not furnished,10000
0,55,2,1,1,16,not acept,not furnished,1350
0,250,1,2,2,0,acept,not furnished,2200
1,49,1,1,0,9,acept,not furnished,2264
0,500,4,4,3,5,not acept,not furnished,15000
1,45,1,1,0,1,not acept,not furnished,1340
0,104,3,1,0,3,not acept,not furnished,700
1,250,3,2,8,0,acept,not furnished,7000
0,75,3,1,2,3,acept,not furnished,1300
1,25,1,1,0,1,not acept,not furnished,1049
1,320,5,3,8,0,acept,not furnished,14000
1,56,1,1,0,9,not acept,not furnished,1450
1,88,2,1,1,3,acept,not furnished,3400
1,60,3,1,1,3,acept,not furnished,1550
1,50,1,1,0,1,not acept,not furnished,1900
1,96,3,2,2,14,not acept,furnished,8500
1,80,2,1,0,1,not acept,not furnished,1122
1,270,3,2,4,0,acept,not furnished,6500
1,250,4,4,4,4,acept,not furnished,8500
0,90,3,2,2,2,acept,not furnished,1500
1,96,2,1,1,8,not acept,not furnished,2500
1,80,3,1,1,1,acept,not furnished,1750
1,210,3,3,2,5,acept,not furnished,5500
1,144,3,3,2,0,acept,furnished,5000
1,90,2,2,2,9,not acept,not furnished,1400
0,82,3,3,2,4,acept,not furnished,1500
1,35,1,1,1,1,acept,not furnished,977
1,65,2,1,1,0,acept,not furnished,1600
1,23,1,1,0,23,acept,not furnished,2100
0,50,2,1,1,3,acept,not furnished,1000
1,240,3,5,3,14,acept,furnished,10800
0,214,3,3,2,1,acept,not furnished,5900
1,90,2,1,1,2,acept,not furnished,3000
1,250,3,5,4,0,acept,not furnished,4600
0,330,3,3,2,10,not acept,not furnished,5100
1,170,4,4,3,9,acept,not furnished,8300
1,250,4,2,6,0,acept,not furnished,5000
0,54,1,2,1,6,acept,furnished,3500
1,378,3,3,3,0,acept,not furnished,6000
1,70,2,2,2,10,acept,not furnished,3100
1,80,2,2,1,5,acept,not furnished,4200
1,52,1,1,1,2,not acept,furnished,4000
1,180,3,2,1,11,acept,furnished,4500
1,80,2,1,0,2,acept,not furnished,1258
1,200,2,4,1,0,acept,not furnished,15000
1,250,3,3,2,0,not acept,furnished,7000
1,90,3,2,0,9,acept,not furnished,2300
1,52,1,1,0,3,not acept,furnished,2585
0,110,3,1,1,0,acept,not furnished,1500
1,150,3,5,3,0,acept,furnished,4500
1,78,2,1,2,7,acept,not furnished,1275
0,83,2,3,1,7,acept,not furnished,1500
1,215,3,4,4,10,acept,not furnished,12000
1,67,1,1,0,0,acept,not furnished,1300
1,60,2,1,1,11,acept,furnished,3400
1,136,3,3,0,12,acept,not furnished,3500
1,20,1,1,0,1,not acept,not furnished,1100
1,78,3,1,2,7,acept,furnished,2400
1,42,1,1,1,2,acept,not furnished,2326
1,300,4,4,1,11,acept,not furnished,7200
1,140,2,2,2,8,acept,furnished,3990
0,150,3,2,1,0,acept,not furnished,1320
1,200,5,4,5,0,acept,not furnished,3300
1,112,2,3,2,24,not acept,not furnished,3950
1,380,3,2,2,9,acept,not furnished,6650
0,75,3,1,1,1,not acept,not furnished,12000
1,220,3,5,6,8,acept,furnished,6000
1,280,4,5,6,1,not acept,not furnished,7500
0,34,1,1,0,4,acept,not furnished,700
1,24,1,1,1,0,not acept,not furnished,1390
1,72,2,2,1,18,acept,not furnished,3500
1,45,1,1,1,0,not acept,not furnished,1600
1,38,1,1,1,4,acept,furnished,2500
1,75,2,1,0,5,acept,furnished,4000
1,180,3,2,1,4,acept,not furnished,4000
1,220,3,4,3,8,acept,not furnished,6000
1,352,4,4,4,0,not acept,furnished,8600
1,80,1,1,1,2,not acept,not furnished,1200
1,74,3,2,1,6,acept,not furnished,3000
1,103,3,2,2,3,acept,not furnished,1600
1,45,1,1,1,1,not acept,furnished,5520
1,249,4,2,2,0,acept,not furnished,4300
1,65,3,1,1,6,acept,furnished,1900
1,182,4,4,3,1,acept,not furnished,3400
1,68,2,2,1,7,acept,furnished,1877
1,800,4,5,8,0,acept,not furnished,12000
1,106,2,1,0,0,acept,not furnished,2000
1,78,3,2,2,1,acept,not furnished,1590
1,130,3,3,3,23,acept,not furnished,2800
1,100,3,1,0,6,acept,furnished,3900
1,240,3,2,6,0,acept,not furnished,4000
1,190,3,3,1,1,acept,not furnished,9000
1,100,2,1,2,0,not acept,not furnished,3300
1,262,3,4,4,8,acept,not furnished,15000
1,300,4,5,4,9,acept,furnished,7650
1,416,3,5,4,15,acept,not furnished,10000
1,55,2,1,1,9,acept,not furnished,1455
1,70,1,2,1,3,acept,not furnished,4000
1,580,5,5,4,4,acept,not furnished,15000
1,84,2,2,2,20,acept,not furnished,2500
0,58,2,1,1,1,not acept,not furnished,820
1,55,1,2,0,17,not acept,not furnished,1800
1,147,3,3,3,13,acept,not furnished,3600
1,55,2,1,1,11,acept,not furnished,1000
1,236,4,5,5,5,acept,not furnished,5000
1,60,1,1,0,0,acept,not furnished,800
1,211,2,2,2,0,acept,not furnished,4500
1,200,2,4,3,16,acept,not furnished,12500
1,49,2,1,1,0,acept,not furnished,970
1,300,4,5,4,7,not acept,not furnished,3200
1,62,3,1,2,1,acept,not furnished,1400
1,350,3,4,2,0,acept,furnished,7000
1,100,3,2,1,1,acept,not furnished,1600
1,60,3,1,1,7,acept,not furnished,1700
